gen,cost,min_pressure
0,7134918.0,-95.80222
1,6764493.0,-104.791
2,6354312.3,-218.60143
3,7203370.5,-93.171326
4,7203370.5,-93.171326
5,7203370.5,-93.171326
6,7115292.5,-96.13178
7,7141152.3,-93.95874
8,7141152.3,-93.95874
9,7119004.0,14.555735
10,7177522.0,14.943774
11,7177522.0,14.943774
12,7637845.9,15.364348
13,7202267.5,17.418886
14,7245974.5,17.32451
15,7365936.4,17.566898
16,7231772.9,17.167625
17,7377742.899999999,20.46614
18,7554045.399999999,25.924398
19,7399621.6,25.02755
20,7112583.6,24.995646
21,7112583.6,24.995646
22,7112583.6,24.995646
23,7112583.6,24.995646
24,7112583.6,24.995646
25,7066173.6,24.995646
26,7066173.6,24.995646
27,7066173.6,24.995646
28,7029786.6,24.95679
29,6989043.6,24.9725
30,6838458.2,24.899927
31,6838458.2,24.899927
32,6760904.6,24.819326
33,6726476.899999999,24.234747
34,6726476.899999999,24.234747
35,6694405.899999999,24.262047
36,6694405.899999999,24.262047
37,6694405.899999999,24.262047
38,6694405.899999999,24.262047
39,6622892.3,25.83067
40,6445943.3,24.810198
41,6445943.3,24.810198
42,6445943.3,24.810198
43,6445943.3,24.810198
44,6445943.3,24.810198
45,6445943.3,24.810198
46,6445943.3,24.810198
47,6441302.3,24.778297
48,6441302.3,24.778297
49,6441302.3,24.778297
50,6445943.3,24.810198
51,6445943.3,24.810198
52,6445943.3,24.810198
53,6464804.3,27.925875
54,6464804.3,27.925875
55,6403096.3,25.61713
56,6403096.3,25.61713
57,6403096.3,25.61713
58,6403096.3,25.61713
59,6403096.3,25.61713
60,6304907.3,25.57909
61,6304907.3,25.57909
62,6304907.3,25.57909
63,6289127.899999999,25.660814
64,6289127.899999999,25.660814
65,6289127.899999999,25.660814
66,6289127.899999999,25.660814
67,6289127.899999999,25.660814
68,6289127.899999999,25.660814
69,6284929.399999999,25.665731
70,6269459.399999999,25.665731
71,6260122.3,25.609568
72,6260122.3,25.609568
73,6260122.3,25.609568
74,6244696.3,25.757286
75,6244696.3,25.757286
76,6240497.8,25.763056
77,6240497.8,25.763056
78,6210153.7,25.557686
79,6210153.7,25.557686
80,6210153.7,25.557686
81,6210153.7,25.557686
82,6204142.3,25.531752
83,6204142.3,25.531752
84,6204142.3,25.531752
85,6204142.3,25.531752
86,6204142.3,25.531752
87,6204142.3,25.531752
88,6204142.3,25.531752
89,6204142.3,25.531752
90,6204142.3,25.531752
91,6204142.3,25.531752
92,6204142.3,25.531752
93,6204142.3,25.531752
94,6204142.3,25.531752
95,6204142.3,25.531752
96,6204142.3,25.531752
97,6200357.2,25.550865
98,6189468.3,25.795248
99,6189468.3,25.795248
100,6188716.3,25.040863
101,6287952.7,26.303202
102,6323651.3,27.236677
103,6323651.3,27.236677
104,6323651.3,27.236677
105,6323160.3,27.11381
106,6323160.3,27.11381
107,6307783.699999999,27.042377
108,6307783.699999999,27.042377
109,6274311.3,27.099407
110,6274311.3,27.099407
111,6274311.3,27.099407
112,6274311.3,27.099407
113,6274311.3,27.099407
114,6274311.3,27.099407
115,6274311.3,27.099407
116,6274311.3,27.099407
117,6274311.3,27.099407
118,6274311.3,27.099407
119,6274311.3,27.099407
120,6274311.3,27.099407
121,6274311.3,27.099407
122,6274311.3,27.099407
123,6274311.3,27.099407
124,6274311.3,27.099407
125,6274311.3,27.099407
126,6274311.3,27.099407
127,6274311.3,27.099407
128,6274311.3,27.099407
129,6274311.3,27.099407
130,6274311.3,27.099407
131,6274311.3,27.099407
132,6274311.3,27.099407
133,6274311.3,27.099407
134,6274311.3,27.099407
135,6274311.3,27.099407
136,6274311.3,27.099407
137,6274311.3,27.099407
138,6261976.3,27.099407
139,6261976.3,27.099407
140,6261976.3,27.099407
141,6261976.3,27.099407
142,6261976.3,27.099407
143,6261976.3,27.099407
144,6261976.3,27.099407
145,6261976.3,27.099407
146,6261976.3,27.099407
147,6261976.3,27.099407
148,6261976.3,27.099407
149,6261976.3,27.099407
150,6261976.3,27.099407
