gen,cost,min_pressure
0,7134918.0,-95.80222
1,7134918.0,-95.80222
2,7134918.0,-95.80222
3,7134918.0,-95.80222
4,7134918.0,-95.80222
5,6933136.0,-105.75639
6,6451928.3,-40.923595
7,6451928.3,-40.923595
8,6956006.7,3.6810796
9,7342496.5,-3.1968324
10,6691726.5,11.311344
11,7167751.5,5.5772753
12,7223051.3,9.872654
13,7223051.3,9.872654
14,7225851.3,20.900099
15,7225851.3,20.900099
16,7177086.3,22.801836
17,7177086.3,22.801836
18,7295365.8,24.219912
19,7295365.8,24.219912
20,7162414.0,24.17721
21,7123849.0,24.320532
22,7123849.0,24.320532
23,7123849.0,24.320532
24,7110772.4,24.999054
25,7043357.9,24.962313
26,7043357.9,24.962313
27,7043357.9,24.962313
28,6999650.9,24.964462
29,6999650.9,24.964462
30,6900711.4,24.970713
31,6878398.4,24.395262
32,6878398.4,24.395262
33,6828894.4,24.3582
34,6828894.4,24.3582
35,6828894.4,24.3582
36,6828894.4,24.3582
37,6807924.9,24.243967
38,6768441.9,24.770004
39,6726456.9,24.611177
40,6543925.4,24.414524
41,6543925.4,24.414524
42,6543925.4,24.414524
43,6543925.4,24.414524
44,6543925.4,24.414524
45,6534167.4,24.130215
46,6509184.9,24.42128
47,6509184.9,24.42128
48,6509184.9,24.42128
49,6506333.4,24.400776
50,6546258.9,24.047537
51,6711794.9,25.57187
52,6711794.9,25.57187
53,6711794.9,25.57187
54,6711794.9,25.57187
55,6711794.9,25.57187
56,6649689.4,25.592022
57,6593126.9,25.572758
58,6593126.9,25.572758
59,6549815.9,25.512236
60,6427947.9,25.5569
61,6427947.9,25.5569
62,6427947.9,25.5569
63,6386249.9,25.66846
64,6386249.9,25.66846
65,6357968.9,25.681839
66,6357968.9,25.681839
67,6357968.9,25.681839
68,6357071.7,26.252268
69,6357071.7,26.252268
70,6284217.7,26.251858
71,6284217.7,26.251858
72,6284217.7,26.251858
73,6284217.7,26.251858
74,6264481.7,26.242073
75,6264481.7,26.242073
76,6264481.7,26.242073
77,6264481.7,26.242073
78,6264481.7,26.242073
79,6225916.7,25.855175
80,6209328.5,25.53154
81,6209328.5,25.53154
82,6209328.5,25.53154
83,6209328.5,25.53154
84,6202268.9,25.774282
85,6189970.4,25.84092
86,6156033.5,25.531237
87,6156033.5,25.531237
88,6156033.5,25.531237
89,6154880.4,25.780052
90,6142526.4,25.77984
91,6142526.4,25.77984
92,6142526.4,25.77984
93,6142526.4,25.77984
94,6117774.4,25.549252
95,6117774.4,25.549252
96,6117774.4,25.549252
97,6109154.7,25.69268
98,6109154.7,25.69268
99,6109154.7,25.69268
100,6139773.9,25.799286
101,6188756.0,25.607151
102,6264524.9,28.258675
103,6254523.0,28.829477
104,6241319.9,27.647404
105,6223658.5,28.232393
106,6223658.5,28.232393
107,6223658.5,28.232393
108,6223658.5,28.232393
109,6164368.9,27.022137
110,6156655.9,27.01159
111,6156655.9,27.01159
112,6156655.9,27.01159
113,6156655.9,27.01159
114,6156655.9,27.01159
115,6156655.9,27.01159
116,6156655.9,27.01159
117,6156655.9,27.01159
118,6142660.9,27.065123
119,6142660.9,27.065123
120,6138019.9,27.0424
121,6138019.9,27.0424
122,6138019.9,27.0424
123,6134894.9,27.413477
124,6134894.9,27.413477
125,6134894.9,27.413477
126,6134894.9,27.413477
127,6134894.9,27.413477
128,6125806.9,27.154654
129,6125806.9,27.154654
130,6109254.4,27.111572
131,6109254.4,27.111572
132,6109254.4,27.111572
133,6109254.4,27.111572
134,6109254.4,27.111572
135,6109254.4,27.111572
136,6109254.4,27.111572
137,6109254.4,27.111572
138,6109254.4,27.111572
139,6109254.4,27.111572
140,6109254.4,27.111572
141,6107491.4,27.143131
142,6107491.4,27.143131
143,6107491.4,27.143131
144,6107491.4,27.143131
145,6096919.4,27.111572
146,6096919.4,27.111572
147,6096919.4,27.111572
148,6096919.4,27.111572
149,6096919.4,27.111572
150,6096919.4,27.111572
151,6096919.4,27.111572
152,6248845.9,28.93266
153,6222916.800000001,29.028868
154,6222916.800000001,29.028868
155,6222916.800000001,29.028868
156,6222916.800000001,29.028868
157,6215165.4,28.614277
158,6215165.4,28.614277
159,6215165.4,28.614277
160,6215165.4,28.614277
161,6215165.4,28.614277
162,6215165.4,28.614277
163,6215165.4,28.614277
164,6215165.4,28.614277
165,6215165.4,28.614277
166,6215165.4,28.614277
167,6215165.4,28.614277
168,6215165.4,28.614277
169,6215165.4,28.614277
170,6215165.4,28.614277
171,6215165.4,28.614277
172,6215165.4,28.614277
173,6215165.4,28.614277
174,6215165.4,28.614277
175,6215165.4,28.614277
176,6215165.4,28.614277
177,6215165.4,28.614277
178,6215165.4,28.614277
179,6215165.4,28.614277
180,6205648.800000001,28.76316
181,6205648.800000001,28.76316
182,6205648.800000001,28.76316
183,6205648.800000001,28.76316
184,6205648.800000001,28.76316
185,6205648.800000001,28.76316
186,6205648.800000001,28.76316
187,6205648.800000001,28.76316
188,6205648.800000001,28.76316
189,6205648.800000001,28.76316
190,6205648.800000001,28.76316
191,6205648.800000001,28.76316
192,6205648.800000001,28.76316
193,6205648.800000001,28.76316
194,6205648.800000001,28.76316
195,6205648.800000001,28.76316
196,6205648.800000001,28.76316
197,6205648.800000001,28.76316
198,6205648.800000001,28.76316
199,6205648.800000001,28.76316
200,6215165.4,28.614277
201,6215165.4,28.614277
202,6384402.800000001,30.077131
203,6306462.9,30.529596
204,6291685.5,30.65309
205,6291685.5,30.65309
206,6283288.5,30.547346
