gen,cost,min_pressure
0,6009848.3,15.306433
1,6009848.3,15.306433
2,6009848.3,15.306433
3,6009848.3,15.306433
4,5988060.1,15.275642
5,5962720.899999999,15.421143
6,5962720.899999999,15.421143
7,5962720.899999999,15.421143
8,5962720.899999999,15.421143
9,5957143.899999999,15.59072
10,5957143.899999999,15.59072
11,5955154.9,15.883525
12,5955154.9,15.883525
13,5924635.7,15.778088
14,5924635.7,15.778088
15,5924635.7,15.778088
16,5878580.100000001,15.105941
17,5878580.100000001,15.105941
18,5878580.100000001,15.105941
19,5878580.100000001,15.105941
20,5833030.100000001,14.939293
21,5829329.600000001,14.939388
22,5876098.5,16.309683
23,5827749.0,17.331873
24,5822197.7,15.676654
25,5822197.7,15.676654
26,5822197.7,15.676654
27,5822197.7,15.676654
28,5822197.7,15.676654
29,5822197.7,15.676654
30,5822197.7,15.676654
31,5822197.7,15.676654
32,5822197.7,15.676654
33,5774518.6,17.619429
34,5774518.6,17.619429
35,5774518.6,17.619429
36,5774518.6,17.619429
37,5774518.6,17.619429
38,5774518.6,17.619429
39,5774518.6,17.619429
40,5774518.6,17.619429
41,5774518.6,17.619429
42,5774518.6,17.619429
43,5774518.6,17.619429
44,5774518.6,17.619429
45,5774518.6,17.619429
46,5685187.399999999,16.106699
47,5672505.399999999,15.342282
48,5672505.399999999,15.342282
49,5630469.6,12.121905
50,5693044.399999999,15.0452
51,5693044.399999999,15.0452
52,5693044.399999999,15.0452
53,5693044.399999999,15.0452
54,5693044.399999999,15.0452
55,5693044.399999999,15.0452
56,5693044.399999999,15.0452
57,5693044.399999999,15.0452
58,5693044.399999999,15.0452
59,5693044.399999999,15.0452
60,5693044.399999999,15.0452
61,5693044.399999999,15.0452
62,5693044.399999999,15.0452
63,5693044.399999999,15.0452
64,5675287.899999999,16.45847
65,5675287.899999999,16.45847
66,5675287.899999999,16.45847
67,5675287.899999999,16.45847
68,5675287.899999999,16.45847
69,5675287.899999999,16.45847
70,5675287.899999999,16.45847
71,5675287.899999999,16.45847
72,5675287.899999999,16.45847
73,5675287.899999999,16.45847
74,5662006.1,16.103033
75,5662006.1,16.103033
76,5662006.1,16.103033
77,5662006.1,16.103033
78,5662006.1,16.103033
79,5662006.1,16.103033
80,5662006.1,16.103033
81,5662006.1,16.103033
82,5576690.1,15.188364
83,5576690.1,15.188364
84,5576690.1,15.188364
85,5576690.1,15.188364
86,5576690.1,15.188364
87,5576690.1,15.188364
88,5576690.1,15.188364
89,5576690.1,15.188364
90,5576690.1,15.188364
91,5576690.1,15.188364
92,5576690.1,15.188364
93,5576690.1,15.188364
94,5576690.1,15.188364
95,5576690.1,15.188364
96,5576690.1,15.188364
97,5576690.1,15.188364
98,5576690.1,15.188364
99,5576690.1,15.188364
100,5576690.1,15.188364
101,5576690.1,15.188364
102,5576690.1,15.188364
103,5576690.1,15.188364
104,5576690.1,15.188364
105,5576690.1,15.188364
106,5576690.1,15.188364
107,5576690.1,15.188364
108,5576690.1,15.188364
109,5576690.1,15.188364
110,5576690.1,15.188364
111,5576690.1,15.188364
112,5576690.1,15.188364
113,5576690.1,15.188364
114,5576690.1,15.188364
115,5576690.1,15.188364
116,5576690.1,15.188364
117,5576690.1,15.188364
118,5576690.1,15.188364
119,5576690.1,15.188364
120,5576690.1,15.188364
121,5576690.1,15.188364
122,5539590.7,-64.61866
123,5589261.1,15.178341
124,5589261.1,15.178341
125,5589261.1,15.178341
126,5589261.1,15.178341
127,5589261.1,15.178341
128,5589261.1,15.178341
129,5589261.1,15.178341
130,5589261.1,15.178341
131,5589261.1,15.178341
132,5589261.1,15.178341
133,5589261.1,15.178341
134,5589261.1,15.178341
135,5589261.1,15.178341
136,5589261.1,15.178341
137,5579310.3,15.099845
138,5579310.3,15.099845
139,5565451.399999999,15.330369
140,5565451.399999999,15.330369
141,5565451.399999999,15.330369
142,5565451.399999999,15.330369
143,5565451.399999999,15.330369
144,5565451.399999999,15.330369
145,5565451.399999999,15.330369
146,5565451.399999999,15.330369
147,5565451.399999999,15.330369
148,5565451.399999999,15.330369
149,5565451.399999999,15.330369
150,5565451.399999999,15.330369
151,5565451.399999999,15.330369
152,5565451.399999999,15.330369
153,5565451.399999999,15.330369
154,5565451.399999999,15.330369
155,5565451.399999999,15.330369
156,5565451.399999999,15.330369
157,5565451.399999999,15.330369
158,5565451.399999999,15.330369
159,5565451.399999999,15.330369
160,5565451.399999999,15.330369
161,5565451.399999999,15.330369
162,5565451.399999999,15.330369
163,5558698.6,15.062913
164,5558698.6,15.062913
165,5558698.6,15.062913
166,5558698.6,15.062913
167,5558698.6,15.062913
168,5558698.6,15.062913
169,5558698.6,15.062913
170,5558698.6,15.062913
171,5558698.6,15.062913
172,5558698.6,15.062913
173,5558698.6,15.062913
174,5558698.6,15.062913
175,5558698.6,15.062913
176,5558698.6,15.062913
177,5558698.6,15.062913
178,5558698.6,15.062913
179,5558698.6,15.062913
180,5558698.6,15.062913
181,5558698.6,15.062913
182,5558698.6,15.062913
183,5558698.6,15.062913
184,5558698.6,15.062913
185,5558698.6,15.062913
186,5558698.6,15.062913
187,5558698.6,15.062913
188,5558698.6,15.062913
189,5558698.6,15.062913
190,5558698.6,15.062913
191,5558698.6,15.062913
192,5558698.6,15.062913
193,5558698.6,15.062913
194,5558698.6,15.062913
195,5558698.6,15.062913
196,5558698.6,15.062913
197,5547167.1,15.029982
198,5547167.1,15.029982
199,5547167.1,15.029982
200,5547167.1,15.029982
201,5547167.1,15.029982
202,5547167.1,15.029982
203,5547167.1,15.029982
204,5547167.1,15.029982
205,5547167.1,15.029982
206,5547167.1,15.029982
207,5547167.1,15.029982
208,5547167.1,15.029982
209,5547167.1,15.029982
210,5547167.1,15.029982
211,5547167.1,15.029982
212,5547167.1,15.029982
213,5547167.1,15.029982
214,5547167.1,15.029982
215,5547167.1,15.029982
216,5547167.1,15.029982
217,5547167.1,15.029982
218,5547167.1,15.029982
219,5547167.1,15.029982
220,5547167.1,15.029982
221,5547167.1,15.029982
222,5547167.1,15.029982
223,5547167.1,15.029982
224,5547167.1,15.029982
225,5547167.1,15.029982
226,5547167.1,15.029982
227,5547167.1,15.029982
228,5547167.1,15.029982
229,5547167.1,15.029982
230,5547167.1,15.029982
231,5547167.1,15.029982
232,5542817.9,15.207579
233,5542817.9,15.207579
234,5542817.9,15.207579
235,5542817.9,15.207579
236,5542817.9,15.207579
237,5542817.9,15.207579
238,5542817.9,15.207579
239,5542817.9,15.207579
240,5542817.9,15.207579
241,5542817.9,15.207579
242,5542817.9,15.207579
243,5542817.9,15.207579
