gen,cost,min_pressure
0,7219858.5,-94.627014
1,7112790.5,-94.81212
2,7132365.5,-94.47046
3,7132365.5,-94.47046
4,7132365.5,-94.47046
5,6871117.3,-131.615
6,6871117.3,-131.615
7,6508009.4,-14.673497
8,6430879.4,-14.673497
9,6748059.4,5.463712
10,6924619.4,11.97901
11,6843420.800000001,9.228131
12,7008148.4,16.40689
13,7173865.4,20.821613
14,7061743.4,20.648289
15,7374757.4,24.988346
16,7374757.4,24.988346
17,7159538.9,24.433825
18,7110034.9,24.30532
19,7110034.9,24.30532
20,6921837.7,24.03864
21,6921837.7,24.03864
22,6921837.7,24.03864
23,6911571.3,24.378805
24,6911571.3,24.378805
25,6910474.8,25.493214
26,6902289.3,24.354897
27,6896101.3,24.378805
28,6890871.3,24.378805
29,6890871.3,24.378805
30,6755482.4,24.993286
31,6731411.0,24.855927
32,6708404.0,24.280296
33,6708404.0,24.280296
34,6661994.0,24.204609
35,6661994.0,24.204609
36,6661994.0,24.204609
37,6661994.0,24.204609
38,6660091.5,24.370216
39,6642502.0,24.127293
40,6576614.0,24.026377
41,6576614.0,24.026377
42,6576614.0,24.026377
43,6562619.0,24.026377
44,6562619.0,24.026377
45,6562619.0,24.026377
46,6562619.0,24.026377
47,6562619.0,24.026377
48,6534711.5,24.00334
49,6522376.5,24.00334
50,6522376.5,24.00334
51,6626185.4,24.18094
52,6626185.4,24.18094
53,6667754.4,25.653088
54,6667754.4,25.653088
55,6667754.4,25.653088
56,6638289.4,25.653088
57,6638289.4,25.653088
58,6638289.4,25.653088
59,6638289.4,25.653088
60,6584604.8,25.633932
61,6584604.8,25.633932
62,6584604.8,25.633932
63,6584604.8,25.633932
64,6584604.8,25.633932
65,6584604.8,25.633932
66,6584604.8,25.633932
67,6584604.8,25.633932
68,6584604.8,25.633932
69,6584604.8,25.633932
70,6539820.8,25.561203
71,6539820.8,25.561203
72,6539820.8,25.561203
73,6539820.8,25.561203
74,6539820.8,25.561203
75,6539820.8,25.561203
76,6539820.8,25.561203
77,6539820.8,25.561203
78,6539820.8,25.561203
79,6535882.8,25.569893
80,6527485.8,25.561203
81,6527485.8,25.561203
82,6527485.8,25.561203
83,6527485.8,25.561203
84,6527485.8,25.561203
85,6508826.8,25.677824
86,6508826.8,25.677824
87,6508826.8,25.677824
88,6508826.8,25.677824
89,6508826.8,25.677824
90,6501425.8,25.667652
91,6501425.8,25.667652
92,6461953.8,25.524298
93,6461953.8,25.524298
94,6461953.8,25.524298
95,6461953.8,25.524298
96,6461953.8,25.524298
97,6461953.8,25.524298
98,6461953.8,25.524298
99,6461953.8,25.524298
100,6533578.8,26.066603
101,6549730.8,27.513746
102,6537395.8,27.513746
103,6537395.8,27.513746
104,6537395.8,27.513746
105,6537395.8,27.513746
106,6537395.8,27.513746
107,6537395.8,27.513746
108,6495892.8,27.359663
109,6495892.8,27.359663
110,6495892.8,27.359663
111,6495892.8,27.359663
112,6495892.8,27.359663
113,6495892.8,27.359663
114,6495892.8,27.359663
115,6495892.8,27.359663
116,6495892.8,27.359663
117,6495892.8,27.359663
118,6495892.8,27.359663
119,6495892.8,27.359663
120,6495892.8,27.359663
121,6495892.8,27.359663
122,6495892.8,27.359663
123,6495892.8,27.359663
124,6495892.8,27.359663
125,6495892.8,27.359663
126,6495892.8,27.359663
127,6495892.8,27.359663
128,6495892.8,27.359663
129,6495892.8,27.359663
130,6495892.8,27.359663
131,6495892.8,27.359663
132,6495892.8,27.359663
133,6493321.8,27.036406
134,6486322.8,27.334816
135,6486322.8,27.334816
136,6486322.8,27.334816
137,6486322.8,27.334816
138,6486322.8,27.334816
139,6486322.8,27.334816
140,6486322.8,27.334816
141,6486322.8,27.334816
142,6483751.8,27.01187
143,6483751.8,27.01187
144,6483751.8,27.01187
145,6483751.8,27.01187
146,6483751.8,27.01187
147,6483751.8,27.01187
148,6483751.8,27.01187
149,6483751.8,27.01187
150,6537028.8,28.85669
151,6537028.8,28.85669
152,6536101.8,28.869825
153,6536101.8,28.869825
154,6536101.8,28.869825
