gen,cost,min_pressure
0,7195817.7,-46.585857
1,8103084.199999999,7.8884277
2,8582569.6,0.51551276
3,7568630.2,-4.0762496
4,7750257.2,2.494548
5,7750257.2,2.494548
6,7062695.2,-35.758423
7,7829724.800000001,8.034314
8,7962799.800000001,15.221474
9,7962799.800000001,15.221474
10,7962799.800000001,15.221474
11,7962799.800000001,15.221474
12,7962799.800000001,15.221474
13,7962799.800000001,15.221474
14,7081127.9,15.1347475
15,7081127.9,15.1347475
16,7081127.9,15.1347475
17,7081127.9,15.1347475
18,6856656.399999999,20.110966
19,6806092.8,16.620941
20,6598015.0,17.431166
21,6531533.0,16.099398
22,6531533.0,16.099398
23,6531533.0,16.099398
24,6531533.0,16.099398
25,6531533.0,16.099398
26,6531533.0,16.099398
27,6531533.0,16.099398
28,6531533.0,16.099398
29,6531533.0,16.099398
30,6531533.0,16.099398
31,6531533.0,16.099398
32,6406504.600000001,17.189095
33,6406504.600000001,17.189095
34,6380999.4,15.558171
35,6380999.4,15.558171
36,6380999.4,15.558171
37,6380999.4,15.558171
38,6380999.4,15.558171
39,6339890.7,17.618961
40,6339890.7,17.618961
41,6339890.7,17.618961
42,6223971.7,15.280806
43,6223971.7,15.280806
44,6154640.0,15.354847
45,6154640.0,15.354847
46,6154640.0,15.354847
47,6154640.0,15.354847
48,6118903.0,17.521994
49,6108723.2,15.793108
50,6108723.2,15.793108
51,6086367.5,15.172984
52,6086367.5,15.172984
53,5932289.0,15.24746
54,5919963.2,16.470314
55,5919963.2,16.470314
56,5884998.7,16.128452
57,5884998.7,16.128452
58,5884998.7,16.128452
59,5869528.7,16.829643
60,5869528.7,16.829643
61,5869528.7,16.829643
62,5869528.7,16.829643
63,5869528.7,16.829643
64,5869528.7,16.829643
65,5869528.7,16.829643
66,5869528.7,16.829643
67,5869528.7,16.829643
68,5869528.7,16.829643
69,5869528.7,16.829643
70,5869528.7,16.829643
71,5869528.7,16.829643
72,5869528.7,16.829643
73,5869528.7,16.829643
74,5869528.7,16.829643
75,5869528.7,16.829643
76,5869528.7,16.829643
77,5869528.7,16.829643
78,5854650.2,15.684359
79,5854650.2,15.684359
80,5854650.2,15.684359
81,5854650.2,15.684359
82,5854650.2,15.684359
83,5854650.2,15.684359
84,5854650.2,15.684359
85,5854650.2,15.684359
86,5854650.2,15.684359
87,5854650.2,15.684359
88,5854650.2,15.684359
89,5854650.2,15.684359
90,5854650.2,15.684359
91,5854650.2,15.684359
92,5854650.2,15.684359
93,5854650.2,15.684359
94,5852687.2,15.439736
95,5847152.7,15.669355
96,5821175.2,16.625753
97,5821175.2,16.625753
98,5821175.2,16.625753
99,5821175.2,16.625753
100,5813509.7,15.268616
101,5813509.7,15.268616
102,5813509.7,15.268616
103,5813509.7,15.268616
104,5813509.7,15.268616
105,5813509.7,15.268616
106,5813509.7,15.268616
107,5813509.7,15.268616
108,5813509.7,15.268616
109,5813509.7,15.268616
110,5813509.7,15.268616
111,5813509.7,15.268616
112,5813509.7,15.268616
113,5813509.7,15.268616
114,5813509.7,15.268616
115,5813509.7,15.268616
116,5754134.899999999,15.492516
117,5754134.899999999,15.492516
118,5754134.899999999,15.492516
119,5754134.899999999,15.492516
120,5754134.899999999,15.492516
121,5743073.0,15.163089
122,5743073.0,15.163089
123,5743073.0,15.163089
124,5743073.0,15.163089
125,5743073.0,15.163089
126,5721668.899999999,15.254605
127,5721668.899999999,15.254605
128,5721668.899999999,15.254605
129,5721668.899999999,15.254605
130,5721668.899999999,15.254605
131,5721668.899999999,15.254605
132,5721668.899999999,15.254605
133,5721668.899999999,15.254605
134,5721668.899999999,15.254605
135,5721668.899999999,15.254605
136,5667348.899999999,15.254605
137,5667348.899999999,15.254605
138,5667348.899999999,15.254605
139,5667348.899999999,15.254605
140,5667348.899999999,15.254605
141,5667348.899999999,15.254605
142,5667348.899999999,15.254605
143,5646716.6,15.847437
144,5646716.6,15.847437
145,5646716.6,15.847437
146,5646716.6,15.847437
147,5646716.6,15.847437
148,5646716.6,15.847437
149,5646716.6,15.847437
