gen,cost,min_pressure
0,6709527.1,-111.26707
1,7917992.0,-8.100277
2,7167100.8,-24.737192
3,8187509.1,2.6239893
4,8472127.8,10.53007
5,8472127.8,10.53007
6,8496299.8,-18.116306
7,8118298.3,-24.677929
8,7905436.8,-27.10379
9,8099656.7,9.2432995
10,8067974.7,-4.919875
11,7207167.6,17.048353
12,7207167.6,17.048353
13,7207167.6,17.048353
14,7207167.6,17.048353
15,7207167.6,17.048353
16,7207167.6,17.048353
17,7207167.6,17.048353
18,7207167.6,17.048353
19,7017567.3,19.883762
20,7017567.3,19.883762
21,7017567.3,19.883762
22,6948202.0,15.155242
23,6948202.0,15.155242
24,6878370.6,15.003041
25,6846073.4,16.59483
26,6846073.4,16.59483
27,6786997.8,15.008973
28,6612821.800000001,15.914707
29,6612821.800000001,15.914707
30,6612821.800000001,15.914707
31,6566388.2,16.606445
32,6560939.300000001,15.650928
33,6560939.300000001,15.650928
34,6560939.300000001,15.650928
35,6451579.6,17.001993
36,6428796.0,21.8098
37,6428796.0,21.8098
38,6373196.2,17.066202
39,6279883.800000001,16.99041
40,6279883.800000001,16.99041
41,6279883.800000001,16.99041
42,6279883.800000001,16.99041
43,6279883.800000001,16.99041
44,6244297.800000001,18.884623
45,6214023.300000001,16.388773
46,6214023.300000001,16.388773
47,6214023.300000001,16.388773
48,6210099.0,16.676252
49,6210099.0,16.676252
50,6166714.5,15.908375
51,6166714.5,15.908375
52,6132997.9,16.569124
53,6075313.7,15.208309
54,6075313.7,15.208309
55,6072171.2,15.991625
56,6072171.2,15.991625
57,6072171.2,15.991625
58,6003331.2,17.314434
59,5985372.2,17.033348
60,5985372.2,17.033348
61,5985372.2,17.033348
62,5944028.8,18.040588
63,5944028.8,18.040588
64,5944028.8,18.040588
65,5904556.8,17.934803
66,5862408.800000001,16.55305
67,5862408.800000001,16.55305
68,5862408.800000001,16.55305
69,5862408.800000001,16.55305
70,5862408.800000001,16.55305
71,5862408.800000001,16.55305
72,5862408.800000001,16.55305
73,5862327.3,16.399374
74,5862327.3,16.399374
75,5862327.3,16.399374
76,5862327.3,16.399374
77,5847947.8,18.053572
78,5846777.8,18.534939
79,5846777.8,18.534939
80,5801092.8,15.943981
81,5801092.8,15.943981
82,5801092.8,15.943981
83,5790677.6,15.42603
84,5790677.6,15.42603
85,5702286.1,15.034359
86,5693889.1,15.117862
87,5693889.1,15.117862
88,5693889.1,15.117862
89,5693889.1,15.117862
90,5693889.1,15.117862
91,5693889.1,15.117862
92,5693889.1,15.117862
93,5693889.1,15.117862
94,5693889.1,15.117862
95,5693889.1,15.117862
96,5693889.1,15.117862
97,5693889.1,15.117862
98,5693889.1,15.117862
99,5693889.1,15.117862
100,5693889.1,15.117862
101,5693889.1,15.117862
102,5693889.1,15.117862
103,5693889.1,15.117862
104,5693889.1,15.117862
105,5693889.1,15.117862
106,5693889.1,15.117862
107,5693889.1,15.117862
108,5693889.1,15.117862
109,5684777.3,15.883174
110,5684777.3,15.883174
111,5684777.3,15.883174
112,5684777.3,15.883174
113,5684777.3,15.883174
114,5684777.3,15.883174
115,5684777.3,15.883174
116,5684777.3,15.883174
117,5684777.3,15.883174
118,5684777.3,15.883174
119,5684777.3,15.883174
120,5684777.3,15.883174
121,5684777.3,15.883174
122,5684777.3,15.883174
123,5684777.3,15.883174
124,5684777.3,15.883174
125,5684777.3,15.883174
126,5684777.3,15.883174
127,5669034.8,16.901192
128,5669034.8,16.901192
129,5669034.8,16.901192
130,5669034.8,16.901192
131,5669034.8,16.901192
132,5669034.8,16.901192
133,5655410.8,15.256401
134,5655410.8,15.256401
135,5655410.8,15.256401
136,5655410.8,15.256401
137,5655410.8,15.256401
138,5655410.8,15.256401
139,5655410.8,15.256401
140,5655410.8,15.256401
141,5655410.8,15.256401
142,5655410.8,15.256401
143,5655410.8,15.256401
144,5655410.8,15.256401
145,5655410.8,15.256401
146,5655410.8,15.256401
147,5606233.1,15.182201
148,5606233.1,15.182201
149,5606233.1,15.182201
150,5606233.1,15.182201
151,5606233.1,15.182201
152,5606233.1,15.182201
153,5606233.1,15.182201
154,5606233.1,15.182201
155,5606233.1,15.182201
156,5606233.1,15.182201
157,5606233.1,15.182201
158,5606233.1,15.182201
159,5606233.1,15.182201
160,5606233.1,15.182201
161,5606233.1,15.182201
162,5606233.1,15.182201
163,5606233.1,15.182201
164,5606233.1,15.182201
165,5606233.1,15.182201
166,5606233.1,15.182201
167,5606233.1,15.182201
168,5606233.1,15.182201
169,5606233.1,15.182201
170,5606233.1,15.182201
171,5606233.1,15.182201
172,5606233.1,15.182201
173,5606233.1,15.182201
174,5606233.1,15.182201
175,5606233.1,15.182201
176,5606233.1,15.182201
177,5606233.1,15.182201
178,5606233.1,15.182201
179,5606233.1,15.182201
180,5606233.1,15.182201
181,5606233.1,15.182201
182,5606233.1,15.182201
183,5606233.1,15.182201
184,5606233.1,15.182201
185,5606233.1,15.182201
186,5606233.1,15.182201
187,5606233.1,15.182201
188,5605598.6,15.781835
189,5600664.6,15.661574
190,5600664.6,15.661574
191,5600664.6,15.661574
192,5600664.6,15.661574
193,5600664.6,15.661574
194,5600664.6,15.661574
195,5600664.6,15.661574
196,5600664.6,15.661574
197,5600664.6,15.661574
198,5600664.6,15.661574
199,5600664.6,15.661574
200,5600664.6,15.661574
201,5580526.6,15.34892
202,5580526.6,15.34892
203,5580526.6,15.34892
204,5580526.6,15.34892
205,5580526.6,15.34892
206,5580526.6,15.34892
207,5580526.6,15.34892
208,5580526.6,15.34892
209,5580526.6,15.34892
210,5580526.6,15.34892
211,5580526.6,15.34892
212,5580526.6,15.34892
213,5580526.6,15.34892
214,5580526.6,15.34892
215,5580526.6,15.34892
216,5580526.6,15.34892
217,5580526.6,15.34892
218,5580526.6,15.34892
219,5580526.6,15.34892
220,5580526.6,15.34892
221,5580526.6,15.34892
222,5580526.6,15.34892
223,5580526.6,15.34892
224,5580526.6,15.34892
225,5580526.6,15.34892
226,5580526.6,15.34892
227,5580526.6,15.34892
228,5580526.6,15.34892
229,5580526.6,15.34892
230,5580526.6,15.34892
231,5580526.6,15.34892
232,5580526.6,15.34892
233,5580526.6,15.34892
234,5580526.6,15.34892
235,5580526.6,15.34892
236,5580526.6,15.34892
237,5580526.6,15.34892
238,5580526.6,15.34892
239,5580526.6,15.34892
240,5580526.6,15.34892
241,5580526.6,15.34892
242,5580526.6,15.34892
243,5580526.6,15.34892
244,5580526.6,15.34892
245,5580526.6,15.34892
246,5580526.6,15.34892
247,5580526.6,15.34892
248,5580526.6,15.34892
249,5580526.6,15.34892
250,5580526.6,15.34892
251,5580526.6,15.34892
252,5580526.6,15.34892
253,5751565.1,18.946636
254,5732066.6,18.258919
255,5701395.9,18.902824
256,5701395.9,18.902824
257,5701395.9,18.902824
258,5701395.9,18.902824
259,5701395.9,18.902824
260,5701395.9,18.902824
261,5701395.9,18.902824
262,5701395.9,18.902824
263,5701395.9,18.902824
264,5701395.9,18.902824
265,5701395.9,18.902824
266,5701395.9,18.902824
267,5701395.9,18.902824
268,5701395.9,18.902824
269,5701395.9,18.902824
270,5701395.9,18.902824
271,5701395.9,18.902824
272,5701395.9,18.902824
273,5701395.9,18.902824
274,5701395.9,18.902824
275,5701395.9,18.902824
276,5701395.9,18.902824
277,5701395.9,18.902824
278,5701395.9,18.902824
279,5701395.9,18.902824
280,5701395.9,18.902824
281,5701395.9,18.902824
282,5701395.9,18.902824
283,5701395.9,18.902824
284,5701395.9,18.902824
285,5701395.9,18.902824
286,5701395.9,18.902824
287,5701395.9,18.902824
288,5701395.9,18.902824
289,5701395.9,18.902824
290,5701395.9,18.902824
291,5701395.9,18.902824
292,5701395.9,18.902824
293,5701395.9,18.902824
294,5701395.9,18.902824
295,5701395.9,18.902824
296,5701395.9,18.902824
297,5701395.9,18.902824
298,5701395.9,18.902824
299,5701395.9,18.902824
300,5701395.9,18.902824
301,5701395.9,18.902824
302,5701395.9,18.902824
303,5701395.9,18.902824
304,5701395.9,18.902824
305,5701395.9,18.902824
306,5701395.9,18.902824
307,6018212.1,23.383844
308,6001704.8,21.056475
309,5898920.7,21.23093
310,5820896.7,20.928288
311,5813495.7,20.921448
312,5864785.2,21.746851
313,5864785.2,21.746851
314,5864785.2,21.746851
315,5864785.2,21.746851
316,5864785.2,21.746851
317,5864785.2,21.746851
318,5864785.2,21.746851
319,5859741.7,21.831217
320,5859741.7,21.831217
321,5859741.7,21.831217
322,5859741.7,21.831217
323,5859741.7,21.831217
324,5859741.7,21.831217
325,5859741.7,21.831217
326,5859741.7,21.831217
327,5859741.7,21.831217
328,5859741.7,21.831217
329,5859741.7,21.831217
330,5859741.7,21.831217
331,5859741.7,21.831217
332,5859741.7,21.831217
333,5859741.7,21.831217
334,5859741.7,21.831217
335,5859741.7,21.831217
336,5859741.7,21.831217
337,5859741.7,21.831217
338,5859741.7,21.831217
339,5859741.7,21.831217
340,5803610.8,22.089138
341,5803610.8,22.089138
342,5803610.8,22.089138
343,5803610.8,22.089138
344,5803610.8,22.089138
345,5803610.8,22.089138
346,5803610.8,22.089138
347,5803610.8,22.089138
348,5803610.8,22.089138
349,5803610.8,22.089138
350,5803610.8,22.089138
351,5803610.8,22.089138
352,5803610.8,22.089138
353,5803610.8,22.089138
354,5803610.8,22.089138
355,5803610.8,22.089138
356,5803610.8,22.089138
357,5803610.8,22.089138
358,5803610.8,22.089138
359,5803610.8,22.089138
360,5803610.8,22.089138
361,5803610.8,22.089138
362,5803610.8,22.089138
363,5803610.8,22.089138
364,5803610.8,22.089138
365,5803610.8,22.089138
366,5803610.8,22.089138
367,5803610.8,22.089138
368,5803610.8,22.089138
369,5803610.8,22.089138
370,5803610.8,22.089138
371,5803610.8,22.089138
372,5803610.8,22.089138
373,5803610.8,22.089138
374,5803610.8,22.089138
375,5803610.8,22.089138
376,5803610.8,22.089138
377,5803610.8,22.089138
378,5803610.8,22.089138
379,5803610.8,22.089138
380,5803610.8,22.089138
381,5803610.8,22.089138
382,5803610.8,22.089138
383,5803610.8,22.089138
384,5803610.8,22.089138
385,5803610.8,22.089138
386,5803610.8,22.089138
387,5803610.8,22.089138
388,5803610.8,22.089138
389,5803610.8,22.089138
390,5803610.8,22.089138
391,5803610.8,22.089138
392,6303904.6,23.59151
393,6167831.899999999,24.679966
394,6070762.399999999,25.701149
395,6070762.399999999,25.701149
396,6049339.399999999,24.668196
397,6005130.899999999,24.083302
398,6005130.899999999,24.083302
399,6005130.899999999,24.083302
400,6005130.899999999,24.083302
401,6005130.899999999,24.083302
402,6005130.899999999,24.083302
403,6002239.399999999,24.426947
404,6002239.399999999,24.426947
405,6002239.399999999,24.426947
406,6002239.399999999,24.426947
407,6002239.399999999,24.426947
408,6002239.399999999,24.426947
409,6002239.399999999,24.426947
410,6002239.399999999,24.426947
411,6002239.399999999,24.426947
412,6002239.399999999,24.426947
413,6002239.399999999,24.426947
414,6002239.399999999,24.426947
415,6002239.399999999,24.426947
416,6002239.399999999,24.426947
417,6002239.399999999,24.426947
418,6002239.399999999,24.426947
419,6002239.399999999,24.426947
420,6002239.399999999,24.426947
421,6002239.399999999,24.426947
422,6002239.399999999,24.426947
423,6002239.399999999,24.426947
424,6002239.399999999,24.426947
425,6002239.399999999,24.426947
426,6002239.399999999,24.426947
427,6002239.399999999,24.426947
428,6002239.399999999,24.426947
429,6002239.399999999,24.426947
430,6002239.399999999,24.426947
431,6002239.399999999,24.426947
432,6002239.399999999,24.426947
433,5997532.399999999,24.944586
434,5982490.399999999,24.05894
435,5982490.399999999,24.05894
436,5982490.399999999,24.05894
437,5982490.399999999,24.05894
438,5982490.399999999,24.05894
439,5982490.399999999,24.05894
440,5976964.399999999,24.37702
441,5976964.399999999,24.37702
442,5976964.399999999,24.37702
443,5976964.399999999,24.37702
444,5976964.399999999,24.37702
445,5976964.399999999,24.37702
446,5976964.399999999,24.37702
447,5976964.399999999,24.37702
448,5976964.399999999,24.37702
449,5972944.499999999,24.720312
450,5972944.499999999,24.720312
451,5955767.899999999,24.161407
452,5955767.899999999,24.161407
453,5955767.899999999,24.161407
454,5955767.899999999,24.161407
455,5955767.899999999,24.161407
456,5955767.899999999,24.161407
457,5955767.899999999,24.161407
458,5955767.899999999,24.161407
459,5955767.899999999,24.161407
460,5955767.899999999,24.161407
461,5955767.899999999,24.161407
462,5955767.899999999,24.161407
463,5955767.899999999,24.161407
464,5955767.899999999,24.161407
465,5955767.899999999,24.161407
466,5955767.899999999,24.161407
467,5955767.899999999,24.161407
468,5955767.899999999,24.161407
469,5955767.899999999,24.161407
470,5955767.899999999,24.161407
471,5955767.899999999,24.161407
472,5955767.899999999,24.161407
473,5954728.199999999,24.257887
474,5954728.199999999,24.257887
475,5954728.199999999,24.257887
476,5954728.199999999,24.257887
477,5954728.199999999,24.257887
478,5954728.199999999,24.257887
479,5954728.199999999,24.257887
480,5954728.199999999,24.257887
481,5954728.199999999,24.257887
482,5954728.199999999,24.257887
483,5954728.199999999,24.257887
484,5954728.199999999,24.257887
485,5954728.199999999,24.257887
486,5954728.199999999,24.257887
487,5954728.199999999,24.257887
488,5954728.199999999,24.257887
489,5954728.199999999,24.257887
490,5954728.199999999,24.257887
491,5954728.199999999,24.257887
492,5954728.199999999,24.257887
493,5954728.199999999,24.257887
494,5954728.199999999,24.257887
495,5946995.499999999,24.311558
496,5946995.499999999,24.311558
497,5946995.499999999,24.311558
498,5946995.499999999,24.311558
499,5946995.499999999,24.311558
500,5946995.499999999,24.311558
501,5946995.499999999,24.311558
502,5946995.499999999,24.311558
503,5946995.499999999,24.311558
504,5946995.499999999,24.311558
505,5946995.499999999,24.311558
506,5946995.499999999,24.311558
507,5946995.499999999,24.311558
508,5946995.499999999,24.311558
509,5946995.499999999,24.311558
510,5946995.499999999,24.311558
511,5946995.499999999,24.311558
512,5946995.499999999,24.311558
513,5946995.499999999,24.311558
514,5946995.499999999,24.311558
515,5946995.499999999,24.311558
516,5946995.499999999,24.311558
517,5946995.499999999,24.311558
518,5946995.499999999,24.311558
519,5946995.499999999,24.311558
520,5946995.499999999,24.311558
521,5946995.499999999,24.311558
522,5946995.499999999,24.311558
523,5946995.499999999,24.311558
524,5946995.499999999,24.311558
525,5946995.499999999,24.311558
526,5946995.499999999,24.311558
527,5946995.499999999,24.311558
528,5946995.499999999,24.311558
529,5946995.499999999,24.311558
530,5946995.499999999,24.311558
531,5946995.499999999,24.311558
532,5946995.499999999,24.311558
533,5946995.499999999,24.311558
534,5946995.499999999,24.311558
535,5946995.499999999,24.311558
536,5946995.499999999,24.311558
537,5946995.499999999,24.311558
538,5946995.499999999,24.311558
539,5946995.499999999,24.311558
540,5946995.499999999,24.311558
541,5946995.499999999,24.311558
542,5946995.499999999,24.311558
543,5946995.499999999,24.311558
544,5946995.499999999,24.311558
545,5946995.499999999,24.311558
546,5946995.499999999,24.311558
547,6045403.0,25.566872
548,6045403.0,25.566872
549,6045403.0,25.566872
550,6045403.0,25.566872
551,6045403.0,25.566872
552,6045403.0,25.566872
553,6014123.0,25.889948
554,6014123.0,25.889948
555,6014123.0,25.889948
556,6014123.0,25.889948
557,6014123.0,25.889948
558,6014123.0,25.889948
559,6014123.0,25.889948
560,6014123.0,25.889948
561,6014123.0,25.889948
562,6014123.0,25.889948
563,6014123.0,25.889948
564,6014123.0,25.889948
565,6014123.0,25.889948
566,6014123.0,25.889948
567,6014123.0,25.889948
568,6014123.0,25.889948
569,6014123.0,25.889948
570,6001788.7,25.580965
571,5980572.5,25.59103
572,5980572.5,25.59103
573,5980572.5,25.59103
574,5980572.5,25.59103
575,5980572.5,25.59103
576,5980572.5,25.59103
577,5980572.5,25.59103
578,5980572.5,25.59103
579,5944592.4,25.469988
580,5944592.4,25.469988
581,6065921.0,25.679998
582,5998737.4,25.630192
583,5998737.4,25.630192
584,5998737.4,25.630192
585,5988758.9,25.509796
586,5988758.9,25.509796
587,5988758.9,25.509796
588,5988758.9,25.509796
589,5988758.9,25.509796
590,5988758.9,25.509796
591,5988758.9,25.509796
592,5988758.9,25.509796
593,5988758.9,25.509796
594,5988758.9,25.509796
595,5988758.9,25.509796
596,5988758.9,25.509796
597,5988758.9,25.509796
598,5988758.9,25.509796
599,5966318.4,26.002293
600,5966318.4,26.002293
601,5966318.4,26.002293
602,5966318.4,26.002293
603,5966318.4,26.002293
604,5966318.4,26.002293
605,5966318.4,26.002293
606,5966318.4,26.002293
607,5966318.4,26.002293
608,5966318.4,26.002293
609,5966318.4,26.002293
610,5966318.4,26.002293
611,5966318.4,26.002293
612,5966318.4,26.002293
613,5966318.4,26.002293
614,5966318.4,26.002293
615,5966318.4,26.002293
616,5966318.4,26.002293
617,5966318.4,26.002293
618,5966318.4,26.002293
619,5951078.7,25.628769
620,5951078.7,25.628769
621,5951078.7,25.628769
622,5951078.7,25.628769
623,5951078.7,25.628769
624,5951078.7,25.628769
625,5951078.7,25.628769
626,5951078.7,25.628769
627,5951078.7,25.628769
628,5951078.7,25.628769
629,5951078.7,25.628769
630,5951078.7,25.628769
631,5951078.7,25.628769
632,5951078.7,25.628769
633,5951078.7,25.628769
634,5951078.7,25.628769
635,5951078.7,25.628769
636,5951078.7,25.628769
637,5951078.7,25.628769
638,5951078.7,25.628769
639,5951078.7,25.628769
640,5951078.7,25.628769
641,5951078.7,25.628769
642,5951078.7,25.628769
643,5951078.7,25.628769
644,5951078.7,25.628769
645,5951078.7,25.628769
646,5951078.7,25.628769
647,5951078.7,25.628769
648,5951078.7,25.628769
649,5951078.7,25.628769
650,5951078.7,25.628769
651,5951078.7,25.628769
652,5951078.7,25.628769
653,5951078.7,25.628769
654,5951078.7,25.628769
655,5951078.7,25.628769
656,5951078.7,25.628769
657,5951078.7,25.628769
658,5951078.7,25.628769
659,5951078.7,25.628769
660,5951078.7,25.628769
661,5951078.7,25.628769
662,5941888.2,26.057861
663,5941888.2,26.057861
664,5941888.2,26.057861
665,5941888.2,26.057861
666,5941888.2,26.057861
667,5941888.2,26.057861
668,5941888.2,26.057861
669,5941888.2,26.057861
670,5941888.2,26.057861
671,5941847.2,25.893642
672,5941847.2,25.893642
673,5941847.2,25.893642
674,5941847.2,25.893642
675,5941847.2,25.893642
676,5941847.2,25.893642
677,5941847.2,25.893642
678,5941847.2,25.893642
679,5941847.2,25.893642
680,5941847.2,25.893642
681,5941847.2,25.893642
682,5941847.2,25.893642
683,5941847.2,25.893642
684,5941847.2,25.893642
685,5941847.2,25.893642
686,5941847.2,25.893642
687,5941847.2,25.893642
688,5941847.2,25.893642
689,5941847.2,25.893642
690,5941847.2,25.893642
691,5941847.2,25.893642
692,5916128.2,25.53042
693,5916128.2,25.53042
694,5916128.2,25.53042
695,5916128.2,25.53042
696,5916128.2,25.53042
697,5916128.2,25.53042
698,5916128.2,25.53042
699,5916128.2,25.53042
700,5916128.2,25.53042
701,5916128.2,25.53042
702,5914581.2,25.561321
703,5914581.2,25.561321
704,5897230.2,25.491346
705,5914581.2,25.561321
706,5914581.2,25.561321
707,5897230.2,25.491346
708,5951533.2,25.803867
709,5914581.2,25.561321
710,5914581.2,25.561321
711,5914581.2,25.561321
712,5914581.2,25.561321
713,5914581.2,25.561321
714,5914581.2,25.561321
715,5914581.2,25.561321
716,5914581.2,25.561321
717,5914581.2,25.561321
718,5914581.2,25.561321
719,5914581.2,25.561321
720,5914581.2,25.561321
721,5914581.2,25.561321
722,5914581.2,25.561321
723,5914581.2,25.561321
724,5897230.2,25.491346
725,5944695.7,25.523006
726,5944695.7,25.523006
727,5944695.7,25.523006
728,5944695.7,25.523006
729,5933083.7,25.5725
730,5916128.2,25.53042
731,5916128.2,25.53042
732,5904760.2,25.552408
733,5904760.2,25.552408
734,5904760.2,25.552408
735,5904760.2,25.552408
736,5904760.2,25.552408
737,5904760.2,25.552408
738,5904760.2,25.552408
739,5904760.2,25.552408
740,5904760.2,25.552408
741,5904760.2,25.552408
742,5904760.2,25.552408
743,5904760.2,25.552408
744,5904760.2,25.552408
745,5904760.2,25.552408
746,5904760.2,25.552408
747,5904760.2,25.552408
748,5904760.2,25.552408
749,5897230.2,25.491346
750,5926623.2,25.480999
751,5926623.2,25.480999
752,5915850.4,25.472414
753,5926623.2,25.480999
754,5938811.7,25.71373
755,5938811.7,25.71373
756,5915732.7,25.549171
757,5915732.7,25.549171
758,5915732.7,25.549171
759,5897230.2,25.491346
760,5897230.2,25.491346
761,5939215.2,25.522974
762,5939215.2,25.522974
763,5939215.2,25.522974
764,5939215.2,25.522974
765,5939215.2,25.522974
766,5939215.2,25.522974
767,5936702.2,25.499323
768,5938678.2,25.803867
769,5897230.2,25.491346
770,5925682.7,25.741049
771,5925682.7,25.741049
772,5925682.7,25.741049
773,5925682.7,25.741049
774,5925682.7,25.741049
775,5925682.7,25.741049
776,5925682.7,25.741049
777,5897230.2,25.491346
778,5900930.7,25.490286
779,5918281.7,25.560205
780,5918281.7,25.560205
781,5912161.2,25.805048
782,5912161.2,25.805048
783,5912161.2,25.805048
784,5912161.2,25.805048
785,5912161.2,25.805048
786,5912161.2,25.805048
787,5912161.2,25.805048
788,5912161.2,25.805048
789,5912161.2,25.805048
790,5912161.2,25.805048
791,5912161.2,25.805048
792,5912161.2,25.805048
793,5912161.2,25.805048
794,5897230.2,25.491346
795,5897230.2,25.491346
796,5936702.2,25.499323
797,5897230.2,25.491346
798,5916128.2,25.53042
799,5897230.2,25.491346
800,5916128.2,25.53042
801,5916128.2,25.53042
802,5897230.2,25.491346
803,5916128.2,25.53042
804,5914581.2,25.561321
805,5914581.2,25.561321
806,5914581.2,25.561321
807,5909606.2,25.626331
808,5909606.2,25.626331
809,5909606.2,25.626331
810,5909606.2,25.626331
811,5909606.2,25.626331
812,5909606.2,25.626331
813,5909606.2,25.626331
814,5909606.2,25.626331
815,5909606.2,25.626331
816,5909606.2,25.626331
817,5909606.2,25.626331
818,5909606.2,25.626331
819,5909606.2,25.626331
820,5909606.2,25.626331
821,5909606.2,25.626331
822,5909606.2,25.626331
